Fecha,Localidad,Canal,Competidor,Ventas_Valor,Retraso_Logistico_Min
2024-08-19,Bosa,Moderno,Pringles,340.0,57
2024-08-19,Usaquén,Tradicional,Margarita,1000.0,10
2024-08-19,Usaquén,Tradicional,Super Ricas,400.0,10
2024-08-19,Usaquén,Tradicional,Marcas_Propias_D1,400.0,10
2024-08-19,Usaquén,Tradicional,Pringles,400.0,10
2024-08-19,Usaquén,Moderno,Margarita,1000.0,1
2024-08-19,Usaquén,Moderno,Super Ricas,400.0,1
2024-08-19,Usaquén,Moderno,Marcas_Propias_D1,600.0,1
2024-08-19,Usaquén,Moderno,Pringles,400.0,1
2024-08-19,Chapinero,Tradicional,Margarita,1000.0,8
2024-08-19,Chapinero,Tradicional,Super Ricas,400.0,8
2024-08-19,Chapinero,Tradicional,Marcas_Propias_D1,400.0,8
2024-08-19,Chapinero,Tradicional,Pringles,400.0,8
2024-08-19,Chapinero,Moderno,Margarita,850.0,51
2024-08-19,Chapinero,Moderno,Super Ricas,340.0,51
2024-08-19,Chapinero,Moderno,Marcas_Propias_D1,510.0,51
2024-08-19,Chapinero,Moderno,Pringles,340.0,51
2024-08-20,Suba,Tradicional,Margarita,1000.0,15
2024-08-20,Suba,Tradicional,Super Ricas,400.0,15
2024-08-20,Suba,Tradicional,Marcas_Propias_D1,400.0,15
2024-08-20,Suba,Tradicional,Pringles,400.0,15
2024-08-20,Suba,Moderno,Margarita,1000.0,15
2024-08-20,Suba,Moderno,Super Ricas,400.0,15
2024-08-20,Suba,Moderno,Marcas_Propias_D1,600.0,15
2024-08-20,Suba,Moderno,Pringles,400.0,15
2024-08-20,Kennedy,Tradicional,Margarita,850.0,32
2024-08-20,Kennedy,Tradicional,Super Ricas,340.0,32
2024-08-20,Kennedy,Tradicional,Marcas_Propias_D1,340.0,32
2024-08-20,Kennedy,Tradicional,Pringles,340.0,32
2024-08-20,Kennedy,Moderno,Margarita,850.0,30
2024-08-20,Kennedy,Moderno,Super Ricas,340.0,30
2024-08-20,Kennedy,Moderno,Marcas_Propias_D1,510.0,30
2024-08-20,Kennedy,Moderno,Pringles,340.0,30
2024-08-20,Engativá,Tradicional,Margarita,850.0,59
2024-08-20,Engativá,Tradicional,Super Ricas,340.0,59
2024-08-20,Engativá,Tradicional,Marcas_Propias_D1,340.0,59
2024-08-20,Engativá,Tradicional,Pringles,340.0,59
2024-08-20,Engativá,Moderno,Margarita,850.0,59
2024-08-20,Engativá,Moderno,Super Ricas,340.0,59
2024-08-20,Engativá,Moderno,Marcas_Propias_D1,510.0,59
2024-08-20,Engativá,Moderno,Pringles,340.0,59
2024-08-20,Bosa,Tradicional,Margarita,900.0,11
2024-08-20,Bosa,Tradicional,Super Ricas,400.0,11
2024-08-20,Bosa,Tradicional,Marcas_Propias_D1,400.0,11
2024-08-20,Bosa,Tradicional,Pringles,400.0,11
2024-08-20,Bosa,Moderno,Margarita,1000.0,14
2024-08-20,Bosa,Moderno,Super Ricas,400.0,14
2024-08-20,Bosa,Moderno,Marcas_Propias_D1,600.0,14
2024-08-20,Bosa,Moderno,Pringles,400.0,14
2024-08-20,Usaquén,Tradicional,Margarita,1000.0,5
2024-08-20,Usaquén,Tradicional,Super Ricas,400.0,5
2024-08-20,Usaquén,Tradicional,Marcas_Propias_D1,400.0,5
2024-08-20,Usaquén,Tradicional,Pringles,400.0,5
2024-08-20,Usaquén,Moderno,Margarita,1000.0,8
2024-08-20,Usaquén,Moderno,Super Ricas,400.0,8
2024-08-20,Usaquén,Moderno,Marcas_Propias_D1,600.0,8
2024-08-20,Usaquén,Moderno,Pringles,400.0,8
2024-08-20,Chapinero,Tradicional,Margarita,1000.0,26
2024-08-20,Chapinero,Tradicional,Super Ricas,400.0,26
2024-08-20,Chapinero,Tradicional,Marcas_Propias_D1,400.0,26
2024-08-20,Chapinero,Tradicional,Pringles,400.0,26
2024-08-20,Chapinero,Moderno,Margarita,850.0,32
2024-08-20,Chapinero,Moderno,Super Ricas,340.0,32
2024-08-20,Chapinero,Moderno,Marcas_Propias_D1,510.0,32
2024-08-20,Chapinero,Moderno,Pringles,340.0,32
2024-08-21,Suba,Tradicional,Margarita,850.0,47
2024-08-21,Suba,Tradicional,Super Ricas,340.0,47
2024-08-21,Suba,Tradicional,Marcas_Propias_D1,340.0,47
2024-08-21,Suba,Tradicional,Pringles,340.0,47
2024-08-21,Suba,Moderno,Margarita,1000.0,21
2024-08-21,Suba,Moderno,Super Ricas,400.0,21
2024-08-21,Suba,Moderno,Marcas_Propias_D1,600.0,21
2024-08-21,Suba,Moderno,Pringles,400.0,21
2024-08-21,Kennedy,Tradicional,Margarita,850.0,36
2024-08-21,Kennedy,Tradicional,Super Ricas,340.0,36
2024-08-21,Kennedy,Tradicional,Marcas_Propias_D1,340.0,36
2024-08-21,Kennedy,Tradicional,Pringles,340.0,36
2024-08-21,Kennedy,Moderno,Margarita,900.0,2
2024-08-21,Kennedy,Moderno,Super Ricas,400.0,2
2024-08-21,Kennedy,Moderno,Marcas_Propias_D1,600.0,2
2024-08-21,Kennedy,Moderno,Pringles,400.0,2
2024-08-21,Engativá,Tradicional,Margarita,1000.0,2
2024-08-21,Engativá,Tradicional,Super Ricas,400.0,2
2024-08-21,Engativá,Tradicional,Marcas_Propias_D1,400.0,2
2024-08-21,Engativá,Tradicional,Pringles,400.0,2
2024-08-21,Engativá,Moderno,Margarita,850.0,32
2024-08-21,Engativá,Moderno,Super Ricas,340.0,32
2024-08-21,Engativá,Moderno,Marcas_Propias_D1,510.0,32
2024-08-21,Engativá,Moderno,Pringles,340.0,32
2024-08-21,Bosa,Tradicional,Margarita,1000.0,15
2024-08-21,Bosa,Tradicional,Super Ricas,400.0,15
2024-08-21,Bosa,Tradicional,Marcas_Propias_D1,400.0,15
2024-08-21,Bosa,Tradicional,Pringles,400.0,15
2024-08-21,Bosa,Moderno,Margarita,1000.0,16
2024-08-21,Bosa,Moderno,Super Ricas,400.0,16
2024-08-21,Bosa,Moderno,Marcas_Propias_D1,600.0,16
2024-08-21,Bosa,Moderno,Pringles,400.0,16
2024-08-21,Usaquén,Tradicional,Margarita,850.0,56
2024-08-21,Usaquén,Tradicional,Super Ricas,340.0,56
2024-08-21,Usaquén,Tradicional,Marcas_Propias_D1,340.0,56
2024-08-21,Usaquén,Tradicional,Pringles,340.0,56
2024-08-21,Usaquén,Moderno,Margarita,1000.0,20
2024-08-21,Usaquén,Moderno,Super Ricas,400.0,20
2024-08-21,Usaquén,Moderno,Marcas_Propias_D1,600.0,20
2024-08-21,Usaquén,Moderno,Pringles,400.0,20
2024-08-21,Chapinero,Tradicional,Margarita,1000.0,23
2024-08-21,Chapinero,Tradicional,Super Ricas,400.0,23
2024-08-21,Chapinero,Tradicional,Marcas_Propias_D1,400.0,23
2024-08-21,Chapinero,Tradicional,Pringles,400.0,23
2024-08-21,Chapinero,Moderno,Margarita,850.0,46
2024-08-21,Chapinero,Moderno,Super Ricas,340.0,46
2024-08-21,Chapinero,Moderno,Marcas_Propias_D1,510.0,46
2024-08-21,Chapinero,Moderno,Pringles,340.0,46
2024-08-22,Suba,Tradicional,Margarita,1000.0,1
2024-08-22,Suba,Tradicional,Super Ricas,400.0,1
2024-08-22,Suba,Tradicional,Marcas_Propias_D1,400.0,1
2024-08-22,Suba,Tradicional,Pringles,400.0,1
2024-08-22,Suba,Moderno,Margarita,850.0,50
2024-08-22,Suba,Moderno,Super Ricas,340.0,50
2024-08-22,Suba,Moderno,Marcas_Propias_D1,510.0,50
2024-08-22,Suba,Moderno,Pringles,340.0,50
2024-08-22,Kennedy,Tradicional,Margarita,1000.0,16
2024-08-22,Kennedy,Tradicional,Super Ricas,400.0,16
2024-08-22,Kennedy,Tradicional,Marcas_Propias_D1,400.0,16
2024-08-22,Kennedy,Tradicional,Pringles,400.0,16
2024-08-22,Kennedy,Moderno,Margarita,900.0,3
2024-08-22,Kennedy,Moderno,Super Ricas,400.0,3
2024-08-22,Kennedy,Moderno,Marcas_Propias_D1,600.0,3
2024-08-22,Kennedy,Moderno,Pringles,400.0,3
2024-08-22,Engativá,Tradicional,Margarita,850.0,53
2024-08-22,Engativá,Tradicional,Super Ricas,340.0,53
2024-08-22,Engativá,Tradicional,Marcas_Propias_D1,340.0,53
2024-08-22,Engativá,Tradicional,Pringles,340.0,53
2024-08-22,Engativá,Moderno,Margarita,765.0,57
2024-08-22,Engativá,Moderno,Super Ricas,340.0,57
2024-08-22,Engativá,Moderno,Marcas_Propias_D1,510.0,57
2024-08-22,Engativá,Moderno,Pringles,340.0,57
2024-08-22,Bosa,Tradicional,Margarita,850.0,46
2024-08-22,Bosa,Tradicional,Super Ricas,340.0,46
2024-08-22,Bosa,Tradicional,Marcas_Propias_D1,340.0,46
2024-08-22,Bosa,Tradicional,Pringles,340.0,46
2024-08-22,Bosa,Moderno,Margarita,850.0,48
2024-08-22,Bosa,Moderno,Super Ricas,340.0,48
2024-08-22,Bosa,Moderno,Marcas_Propias_D1,510.0,48
2024-08-22,Bosa,Moderno,Pringles,340.0,48
2024-08-22,Usaquén,Tradicional,Margarita,1000.0,6
2024-08-22,Usaquén,Tradicional,Super Ricas,400.0,6
2024-08-22,Usaquén,Tradicional,Marcas_Propias_D1,400.0,6
2024-08-22,Usaquén,Tradicional,Pringles,400.0,6
2024-08-22,Usaquén,Moderno,Margarita,1000.0,0
2024-08-22,Usaquén,Moderno,Super Ricas,400.0,0
2024-08-22,Usaquén,Moderno,Marcas_Propias_D1,600.0,0
2024-08-22,Usaquén,Moderno,Pringles,400.0,0
2024-08-22,Chapinero,Tradicional,Margarita,850.0,55
2024-08-22,Chapinero,Tradicional,Super Ricas,340.0,55
2024-08-22,Chapinero,Tradicional,Marcas_Propias_D1,340.0,55
2024-08-22,Chapinero,Tradicional,Pringles,340.0,55
2024-08-22,Chapinero,Moderno,Margarita,900.0,28
2024-08-22,Chapinero,Moderno,Super Ricas,400.0,28
2024-08-22,Chapinero,Moderno,Marcas_Propias_D1,600.0,28
2024-08-22,Chapinero,Moderno,Pringles,400.0,28
2024-08-23,Suba,Tradicional,Margarita,1000.0,27
2024-08-23,Suba,Tradicional,Super Ricas,400.0,27
2024-08-23,Suba,Tradicional,Marcas_Propias_D1,400.0,27
2024-08-23,Suba,Tradicional,Pringles,400.0,27
2024-08-23,Suba,Moderno,Margarita,850.0,48
2024-08-23,Suba,Moderno,Super Ricas,340.0,48
2024-08-23,Suba,Moderno,Marcas_Propias_D1,510.0,48
2024-08-23,Suba,Moderno,Pringles,340.0,48
2024-08-23,Kennedy,Tradicional,Margarita,850.0,59
2024-08-23,Kennedy,Tradicional,Super Ricas,340.0,59
2024-08-23,Kennedy,Tradicional,Marcas_Propias_D1,340.0,59
2024-08-23,Kennedy,Tradicional,Pringles,340.0,59
2024-08-23,Kennedy,Moderno,Margarita,1000.0,23
2024-08-23,Kennedy,Moderno,Super Ricas,400.0,23
2024-08-23,Kennedy,Moderno,Marcas_Propias_D1,600.0,23
2024-08-23,Kennedy,Moderno,Pringles,400.0,23
2024-08-23,Engativá,Tradicional,Margarita,850.0,39
2024-08-23,Engativá,Tradicional,Super Ricas,340.0,39
2024-08-23,Engativá,Tradicional,Marcas_Propias_D1,340.0,39
2024-08-23,Engativá,Tradicional,Pringles,340.0,39
2024-08-23,Engativá,Moderno,Margarita,1000.0,25
2024-08-23,Engativá,Moderno,Super Ricas,400.0,25
2024-08-23,Engativá,Moderno,Marcas_Propias_D1,600.0,25
2024-08-23,Engativá,Moderno,Pringles,400.0,25
2024-08-23,Bosa,Tradicional,Margarita,1000.0,0
2024-08-23,Bosa,Tradicional,Super Ricas,400.0,0
2024-08-23,Bosa,Tradicional,Marcas_Propias_D1,400.0,0
2024-08-23,Bosa,Tradicional,Pringles,400.0,0
2024-08-23,Bosa,Moderno,Margarita,850.0,37
2024-08-23,Bosa,Moderno,Super Ricas,340.0,37
2024-08-23,Bosa,Moderno,Marcas_Propias_D1,510.0,37
2024-08-23,Bosa,Moderno,Pringles,340.0,37
2024-08-23,Usaquén,Tradicional,Margarita,1000.0,5
2024-08-23,Usaquén,Tradicional,Super Ricas,400.0,5
2024-08-23,Usaquén,Tradicional,Marcas_Propias_D1,400.0,5
2024-08-23,Usaquén,Tradicional,Pringles,400.0,5
2024-08-23,Usaquén,Moderno,Margarita,850.0,38
2024-08-23,Usaquén,Moderno,Super Ricas,340.0,38
2024-08-23,Usaquén,Moderno,Marcas_Propias_D1,510.0,38
2024-08-23,Usaquén,Moderno,Pringles,340.0,38
2024-08-23,Chapinero,Tradicional,Margarita,1000.0,3
2024-08-23,Chapinero,Tradicional,Super Ricas,400.0,3
2024-08-23,Chapinero,Tradicional,Marcas_Propias_D1,400.0,3
2024-08-23,Chapinero,Tradicional,Pringles,400.0,3
2024-08-23,Chapinero,Moderno,Margarita,1000.0,17
2024-08-23,Chapinero,Moderno,Super Ricas,400.0,17
2024-08-23,Chapinero,Moderno,Marcas_Propias_D1,600.0,17
2024-08-23,Chapinero,Moderno,Pringles,400.0,17
2024-08-24,Suba,Tradicional,Margarita,850.0,45
2024-08-24,Suba,Tradicional,Super Ricas,340.0,45
2024-08-24,Suba,Tradicional,Marcas_Propias_D1,340.0,45
2024-08-24,Suba,Tradicional,Pringles,340.0,45
2024-08-24,Suba,Moderno,Margarita,1000.0,26
2024-08-24,Suba,Moderno,Super Ricas,400.0,26
2024-08-24,Suba,Moderno,Marcas_Propias_D1,600.0,26
2024-08-24,Suba,Moderno,Pringles,400.0,26
2024-08-24,Kennedy,Tradicional,Margarita,850.0,59
2024-08-24,Kennedy,Tradicional,Super Ricas,340.0,59
2024-08-24,Kennedy,Tradicional,Marcas_Propias_D1,340.0,59
2024-08-24,Kennedy,Tradicional,Pringles,340.0,59
2024-08-24,Kennedy,Moderno,Margarita,850.0,40
2024-08-24,Kennedy,Moderno,Super Ricas,340.0,40
2024-08-24,Kennedy,Moderno,Marcas_Propias_D1,510.0,40
2024-08-24,Kennedy,Moderno,Pringles,340.0,40
2024-08-24,Engativá,Tradicional,Margarita,1000.0,18
2024-08-24,Engativá,Tradicional,Super Ricas,400.0,18
2024-08-24,Engativá,Tradicional,Marcas_Propias_D1,400.0,18
2024-08-24,Engativá,Tradicional,Pringles,400.0,18
2024-08-24,Engativá,Moderno,Margarita,1000.0,22
2024-08-24,Engativá,Moderno,Super Ricas,400.0,22
2024-08-24,Engativá,Moderno,Marcas_Propias_D1,600.0,22
2024-08-24,Engativá,Moderno,Pringles,400.0,22
2024-08-24,Bosa,Tradicional,Margarita,1000.0,9
2024-08-24,Bosa,Tradicional,Super Ricas,400.0,9
2024-08-24,Bosa,Tradicional,Marcas_Propias_D1,400.0,9
2024-08-24,Bosa,Tradicional,Pringles,400.0,9
2024-08-24,Bosa,Moderno,Margarita,765.0,50
2024-08-24,Bosa,Moderno,Super Ricas,340.0,50
2024-08-24,Bosa,Moderno,Marcas_Propias_D1,510.0,50
2024-08-24,Bosa,Moderno,Pringles,340.0,50
2024-08-24,Usaquén,Tradicional,Margarita,850.0,47
2024-08-24,Usaquén,Tradicional,Super Ricas,340.0,47
2024-08-24,Usaquén,Tradicional,Marcas_Propias_D1,340.0,47
2024-08-24,Usaquén,Tradicional,Pringles,340.0,47
2024-08-24,Usaquén,Moderno,Margarita,850.0,36
2024-08-24,Usaquén,Moderno,Super Ricas,340.0,36
2024-08-24,Usaquén,Moderno,Marcas_Propias_D1,510.0,36
2024-08-24,Usaquén,Moderno,Pringles,340.0,36
2024-08-24,Chapinero,Tradicional,Margarita,850.0,41
2024-08-24,Chapinero,Tradicional,Super Ricas,340.0,41
2024-08-24,Chapinero,Tradicional,Marcas_Propias_D1,340.0,41
2024-08-24,Chapinero,Tradicional,Pringles,340.0,41
2024-08-24,Chapinero,Moderno,Margarita,765.0,51
2024-08-24,Chapinero,Moderno,Super Ricas,340.0,51
2024-08-24,Chapinero,Moderno,Marcas_Propias_D1,510.0,51
2024-08-24,Chapinero,Moderno,Pringles,340.0,51
2024-08-25,Suba,Tradicional,Margarita,1000.0,12
2024-08-25,Suba,Tradicional,Super Ricas,400.0,12
2024-08-25,Suba,Tradicional,Marcas_Propias_D1,400.0,12
2024-08-25,Suba,Tradicional,Pringles,400.0,12
2024-08-25,Suba,Moderno,Margarita,850.0,49
2024-08-25,Suba,Moderno,Super Ricas,340.0,49
2024-08-25,Suba,Moderno,Marcas_Propias_D1,510.0,49
2024-08-25,Suba,Moderno,Pringles,340.0,49
2024-08-25,Kennedy,Tradicional,Margarita,850.0,40
2024-08-25,Kennedy,Tradicional,Super Ricas,340.0,40
2024-08-25,Kennedy,Tradicional,Marcas_Propias_D1,340.0,40
2024-08-25,Kennedy,Tradicional,Pringles,340.0,40
2024-08-25,Kennedy,Moderno,Margarita,850.0,32
2024-08-25,Kennedy,Moderno,Super Ricas,340.0,32
2024-08-25,Kennedy,Moderno,Marcas_Propias_D1,510.0,32
2024-08-25,Kennedy,Moderno,Pringles,340.0,32
2024-08-25,Engativá,Tradicional,Margarita,900.0,11
2024-08-25,Engativá,Tradicional,Super Ricas,400.0,11
2024-08-25,Engativá,Tradicional,Marcas_Propias_D1,400.0,11
2024-08-25,Engativá,Tradicional,Pringles,400.0,11
2024-08-25,Engativá,Moderno,Margarita,1000.0,10
2024-08-25,Engativá,Moderno,Super Ricas,400.0,10
2024-08-25,Engativá,Moderno,Marcas_Propias_D1,600.0,10
2024-08-25,Engativá,Moderno,Pringles,400.0,10
2024-08-25,Bosa,Tradicional,Margarita,850.0,36
2024-08-25,Bosa,Tradicional,Super Ricas,340.0,36
2024-08-25,Bosa,Tradicional,Marcas_Propias_D1,340.0,36
2024-08-25,Bosa,Tradicional,Pringles,340.0,36
2024-08-25,Bosa,Moderno,Margarita,850.0,47
2024-08-25,Bosa,Moderno,Super Ricas,340.0,47
2024-08-25,Bosa,Moderno,Marcas_Propias_D1,510.0,47
2024-08-25,Bosa,Moderno,Pringles,340.0,47
2024-08-25,Usaquén,Tradicional,Margarita,850.0,45
2024-08-25,Usaquén,Tradicional,Super Ricas,340.0,45
2024-08-25,Usaquén,Tradicional,Marcas_Propias_D1,340.0,45
2024-08-25,Usaquén,Tradicional,Pringles,340.0,45
2024-08-25,Usaquén,Moderno,Margarita,900.0,11
2024-08-25,Usaquén,Moderno,Super Ricas,400.0,11
2024-08-25,Usaquén,Moderno,Marcas_Propias_D1,600.0,11
2024-08-25,Usaquén,Moderno,Pringles,400.0,11
2024-08-25,Chapinero,Tradicional,Margarita,765.0,45
2024-08-25,Chapinero,Tradicional,Super Ricas,340.0,45
2024-08-25,Chapinero,Tradicional,Marcas_Propias_D1,340.0,45
2024-08-25,Chapinero,Tradicional,Pringles,340.0,45
2024-08-25,Chapinero,Moderno,Margarita,1000.0,2
2024-08-25,Chapinero,Moderno,Super Ricas,400.0,2
2024-08-25,Chapinero,Moderno,Marcas_Propias_D1,600.0,2
2024-08-25,Chapinero,Moderno,Pringles,400.0,2
2024-08-26,Suba,Tradicional,Margarita,1000.0,8
2024-08-26,Suba,Tradicional,Super Ricas,400.0,8
2024-08-26,Suba,Tradicional,Marcas_Propias_D1,400.0,8
2024-08-26,Suba,Tradicional,Pringles,400.0,8
2024-08-26,Suba,Moderno,Margarita,850.0,53
2024-08-26,Suba,Moderno,Super Ricas,340.0,53
2024-08-26,Suba,Moderno,Marcas_Propias_D1,510.0,53
2024-08-26,Suba,Moderno,Pringles,340.0,53
2024-08-26,Kennedy,Tradicional,Margarita,1000.0,7
2024-08-26,Kennedy,Tradicional,Super Ricas,400.0,7
2024-08-26,Kennedy,Tradicional,Marcas_Propias_D1,400.0,7
2024-08-26,Kennedy,Tradicional,Pringles,400.0,7
2024-08-26,Kennedy,Moderno,Margarita,850.0,57
2024-08-26,Kennedy,Moderno,Super Ricas,340.0,57
2024-08-26,Kennedy,Moderno,Marcas_Propias_D1,510.0,57
2024-08-26,Kennedy,Moderno,Pringles,340.0,57
2024-08-26,Engativá,Tradicional,Margarita,1000.0,18
2024-08-26,Engativá,Tradicional,Super Ricas,400.0,18
2024-08-26,Engativá,Tradicional,Marcas_Propias_D1,400.0,18
2024-08-26,Engativá,Tradicional,Pringles,400.0,18
2024-08-26,Engativá,Moderno,Margarita,1000.0,11
2024-08-26,Engativá,Moderno,Super Ricas,400.0,11
2024-08-26,Engativá,Moderno,Marcas_Propias_D1,600.0,11
2024-08-26,Engativá,Moderno,Pringles,400.0,11
2024-08-26,Bosa,Tradicional,Margarita,1000.0,18
2024-08-26,Bosa,Tradicional,Super Ricas,400.0,18
2024-08-26,Bosa,Tradicional,Marcas_Propias_D1,400.0,18
2024-08-26,Bosa,Tradicional,Pringles,400.0,18
2024-08-26,Bosa,Moderno,Margarita,850.0,57
2024-08-26,Bosa,Moderno,Super Ricas,340.0,57
2024-08-26,Bosa,Moderno,Marcas_Propias_D1,510.0,57
2024-08-26,Bosa,Moderno,Pringles,340.0,57
2024-08-26,Usaquén,Tradicional,Margarita,900.0,26
2024-08-26,Usaquén,Tradicional,Super Ricas,400.0,26
2024-08-26,Usaquén,Tradicional,Marcas_Propias_D1,400.0,26
2024-08-26,Usaquén,Tradicional,Pringles,400.0,26
2024-08-26,Usaquén,Moderno,Margarita,1000.0,3
2024-08-26,Usaquén,Moderno,Super Ricas,400.0,3
2024-08-26,Usaquén,Moderno,Marcas_Propias_D1,600.0,3
2024-08-26,Usaquén,Moderno,Pringles,400.0,3
2024-08-26,Chapinero,Tradicional,Margarita,1000.0,18
2024-08-26,Chapinero,Tradicional,Super Ricas,400.0,18
2024-08-26,Chapinero,Tradicional,Marcas_Propias_D1,400.0,18
2024-08-26,Chapinero,Tradicional,Pringles,400.0,18
2024-08-26,Chapinero,Moderno,Margarita,850.0,45
2024-08-26,Chapinero,Moderno,Super Ricas,340.0,45
2024-08-26,Chapinero,Moderno,Marcas_Propias_D1,510.0,45
2024-08-26,Chapinero,Moderno,Pringles,340.0,45
2024-08-27,Suba,Tradicional,Margarita,850.0,54
2024-08-27,Suba,Tradicional,Super Ricas,340.0,54
2024-08-27,Suba,Tradicional,Marcas_Propias_D1,340.0,54
2024-08-27,Suba,Tradicional,Pringles,340.0,54
2024-08-27,Suba,Moderno,Margarita,850.0,49
2024-08-27,Suba,Moderno,Super Ricas,340.0,49
2024-08-27,Suba,Moderno,Marcas_Propias_D1,510.0,49
2024-08-27,Suba,Moderno,Pringles,340.0,49
2024-08-27,Kennedy,Tradicional,Margarita,850.0,58
2024-08-27,Kennedy,Tradicional,Super Ricas,340.0,58
2024-08-27,Kennedy,Tradicional,Marcas_Propias_D1,340.0,58
2024-08-27,Kennedy,Tradicional,Pringles,340.0,58
2024-08-27,Kennedy,Moderno,Margarita,1000.0,18
2024-08-27,Kennedy,Moderno,Super Ricas,400.0,18
2024-08-27,Kennedy,Moderno,Marcas_Propias_D1,600.0,18
2024-08-27,Kennedy,Moderno,Pringles,400.0,18
2024-08-27,Engativá,Tradicional,Margarita,850.0,54
2024-08-27,Engativá,Tradicional,Super Ricas,340.0,54
2024-08-27,Engativá,Tradicional,Marcas_Propias_D1,340.0,54
2024-08-27,Engativá,Tradicional,Pringles,340.0,54
2024-08-27,Engativá,Moderno,Margarita,1000.0,18
2024-08-27,Engativá,Moderno,Super Ricas,400.0,18
2024-08-27,Engativá,Moderno,Marcas_Propias_D1,600.0,18
2024-08-27,Engativá,Moderno,Pringles,400.0,18
2024-08-27,Bosa,Tradicional,Margarita,1000.0,29
2024-08-27,Bosa,Tradicional,Super Ricas,400.0,29
2024-08-27,Bosa,Tradicional,Marcas_Propias_D1,400.0,29
2024-08-27,Bosa,Tradicional,Pringles,400.0,29
2024-08-27,Bosa,Moderno,Margarita,1000.0,0
2024-08-27,Bosa,Moderno,Super Ricas,400.0,0
2024-08-27,Bosa,Moderno,Marcas_Propias_D1,600.0,0
2024-08-27,Bosa,Moderno,Pringles,400.0,0
2024-08-27,Usaquén,Tradicional,Margarita,850.0,34
2024-08-27,Usaquén,Tradicional,Super Ricas,340.0,34
2024-08-27,Usaquén,Tradicional,Marcas_Propias_D1,340.0,34
2024-08-27,Usaquén,Tradicional,Pringles,340.0,34
2024-08-27,Usaquén,Moderno,Margarita,765.0,52
2024-08-27,Usaquén,Moderno,Super Ricas,340.0,52
2024-08-27,Usaquén,Moderno,Marcas_Propias_D1,510.0,52
2024-08-27,Usaquén,Moderno,Pringles,340.0,52
2024-08-27,Chapinero,Tradicional,Margarita,850.0,35
2024-08-27,Chapinero,Tradicional,Super Ricas,340.0,35
2024-08-27,Chapinero,Tradicional,Marcas_Propias_D1,340.0,35
2024-08-27,Chapinero,Tradicional,Pringles,340.0,35
2024-08-27,Chapinero,Moderno,Margarita,1000.0,6
2024-08-27,Chapinero,Moderno,Super Ricas,400.0,6
2024-08-27,Chapinero,Moderno,Marcas_Propias_D1,600.0,6
2024-08-27,Chapinero,Moderno,Pringles,400.0,6
2024-08-28,Suba,Tradicional,Margarita,765.0,42
2024-08-28,Suba,Tradicional,Super Ricas,340.0,42
2024-08-28,Suba,Tradicional,Marcas_Propias_D1,340.0,42
2024-08-28,Suba,Tradicional,Pringles,340.0,42
2024-08-28,Suba,Moderno,Margarita,1000.0,19
2024-08-28,Suba,Moderno,Super Ricas,400.0,19
2024-08-28,Suba,Moderno,Marcas_Propias_D1,600.0,19
2024-08-28,Suba,Moderno,Pringles,400.0,19
2024-08-28,Kennedy,Tradicional,Margarita,1000.0,21
2024-08-28,Kennedy,Tradicional,Super Ricas,400.0,21
2024-08-28,Kennedy,Tradicional,Marcas_Propias_D1,400.0,21
2024-08-28,Kennedy,Tradicional,Pringles,400.0,21
2024-08-28,Kennedy,Moderno,Margarita,850.0,52
2024-08-28,Kennedy,Moderno,Super Ricas,340.0,52
2024-08-28,Kennedy,Moderno,Marcas_Propias_D1,510.0,52
2024-08-28,Kennedy,Moderno,Pringles,340.0,52
2024-08-28,Engativá,Tradicional,Margarita,850.0,42
2024-08-28,Engativá,Tradicional,Super Ricas,340.0,42
2024-08-28,Engativá,Tradicional,Marcas_Propias_D1,340.0,42
2024-08-28,Engativá,Tradicional,Pringles,340.0,42
2024-08-28,Engativá,Moderno,Margarita,1000.0,23
2024-08-28,Engativá,Moderno,Super Ricas,400.0,23
2024-08-28,Engativá,Moderno,Marcas_Propias_D1,600.0,23
2024-08-28,Engativá,Moderno,Pringles,400.0,23
2024-08-28,Bosa,Tradicional,Margarita,1000.0,9
2024-08-28,Bosa,Tradicional,Super Ricas,400.0,9
2024-08-28,Bosa,Tradicional,Marcas_Propias_D1,400.0,9
2024-08-28,Bosa,Tradicional,Pringles,400.0,9
2024-08-28,Bosa,Moderno,Margarita,900.0,19
2024-08-28,Bosa,Moderno,Super Ricas,400.0,19
2024-08-28,Bosa,Moderno,Marcas_Propias_D1,600.0,19
2024-08-28,Bosa,Moderno,Pringles,400.0,19
2024-08-28,Usaquén,Tradicional,Margarita,1000.0,22
2024-08-28,Usaquén,Tradicional,Super Ricas,400.0,22
2024-08-28,Usaquén,Tradicional,Marcas_Propias_D1,400.0,22
2024-08-28,Usaquén,Tradicional,Pringles,400.0,22
2024-08-28,Usaquén,Moderno,Margarita,900.0,14
2024-08-28,Usaquén,Moderno,Super Ricas,400.0,14
2024-08-28,Usaquén,Moderno,Marcas_Propias_D1,600.0,14
2024-08-28,Usaquén,Moderno,Pringles,400.0,14
2024-08-28,Chapinero,Tradicional,Margarita,1000.0,27
2024-08-28,Chapinero,Tradicional,Super Ricas,400.0,27
2024-08-28,Chapinero,Tradicional,Marcas_Propias_D1,400.0,27
2024-08-28,Chapinero,Tradicional,Pringles,400.0,27
2024-08-28,Chapinero,Moderno,Margarita,1000.0,18
2024-08-28,Chapinero,Moderno,Super Ricas,400.0,18
